KEYWORD,MATCHING SENTENCE,PAGE URL
note,Fix intermittent issues with BokehJS loading in Jupyter Notebooks,https://docs.bokeh.org/en/latest/docs/releases.html
note,Fix intermittent issues with BokehJS loading in Jupyter Notebooks,https://docs.bokeh.org/en/latest/docs/releases.html
note,Fix intermittent issues with BokehJS loading in Jupyter notebooks.,https://docs.bokeh.org/en/latest/docs/releases.html
note,Fix intermittent issues with BokehJS loading in Jupyter notebooks.,https://docs.bokeh.org/en/latest/docs/releases.html
note,"features:

preview of new streaming API in OHLC demo
undo/redo tool add, reset tool now resets plot size
“bokeh static” and “bokeh sampledata” commands
can now create Bokeh apps directly from Jupyter Notebooks
headers and content type now configurable on AjaxDataSource",https://docs.bokeh.org/en/latest/docs/releases.html
note,can now create Bokeh apps directly from Jupyter Notebooks,https://docs.bokeh.org/en/latest/docs/releases.html
note,can now create Bokeh apps directly from Jupyter Notebooks,https://docs.bokeh.org/en/latest/docs/releases.html
only,Python -> JS compilation for CustomJS callbacks (Py3 only for now),https://docs.bokeh.org/en/latest/docs/releases.html
only,Python -> JS compilation for CustomJS callbacks (Py3 only for now),https://docs.bokeh.org/en/latest/docs/releases.html
note,New general push_notebook() based on Jupyter comms,https://docs.bokeh.org/en/latest/docs/releases.html
note,New general push_notebook() based on Jupyter comms,https://docs.bokeh.org/en/latest/docs/releases.html
warning,Additional validation warnings,https://docs.bokeh.org/en/latest/docs/releases.html
warning,Additional validation warnings,https://docs.bokeh.org/en/latest/docs/releases.html
warning,"1 (Jul 2015) focused on extending Bokeh’s new callback system by
adding more places where callbacks can be used, expanding and improving the
new User’s Guide, exposing better ways to embed Bokeh plots and widgets into
your own layouts, and providing validation error and warning feedback to
diagnose problems.",https://docs.bokeh.org/en/latest/docs/releases.html
warning,Implemented a validation framework to provide errors and warnings,https://docs.bokeh.org/en/latest/docs/releases.html
warning,Implemented a validation framework to provide errors and warnings,https://docs.bokeh.org/en/latest/docs/releases.html
note,Fixed notebook css issues,https://docs.bokeh.org/en/latest/docs/releases.html
note,Fixed notebook css issues,https://docs.bokeh.org/en/latest/docs/releases.html
note,Update notebooks to be compatible with IPython 3.,https://docs.bokeh.org/en/latest/docs/releases.html
note,Update notebooks to be compatible with IPython 3.,https://docs.bokeh.org/en/latest/docs/releases.html
note,"New and improved examples, such as the Interactive Image Processing with Numba and Bokeh notebook",https://docs.bokeh.org/en/latest/docs/releases.html
note,"New and improved examples, such as the Interactive Image Processing with Numba and Bokeh notebook",https://docs.bokeh.org/en/latest/docs/releases.html
note,%bokeh magic for IPython notebook,https://docs.bokeh.org/en/latest/docs/releases.html
note,%bokeh magic for IPython notebook,https://docs.bokeh.org/en/latest/docs/releases.html
note,IPython notebook embedding capability,https://docs.bokeh.org/en/latest/docs/releases.html
note,IPython notebook embedding capability,https://docs.bokeh.org/en/latest/docs/releases.html
should,"You should see, among other things, a line with information on the installed
version of Bokeh.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
note,"Bokeh can display content in classic Jupyter notebooks as well as in
JupyterLab.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
only,Only the Bokeh core library bokeh-x.,https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
only,"The ""bokeh-widgets"" files are only necessary if you are using any of the
Bokeh widgets.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
only,"The ""bokeh-widgets"" files are only necessary if you are using any of the
Bokeh widgets.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
only,"The ""bokeh-tables"" files are only necessary if you are using Bokeh’s
data tables.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
only,"The ""bokeh-tables"" files are only necessary if you are using Bokeh’s
data tables.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
must,"The ""bokeh-api"" files are required to use the
BokehJS API and must be loaded after the
core BokehJS library.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
must,"The ""bokeh-api"" files are required to use the
BokehJS API and must be loaded after the
core BokehJS library.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
note,Note,https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
should,"You should always set crossorigin=""anonymous"" on script tags that load
BokehJS from CDN.",https://docs.bokeh.org/en/latest/docs/first_steps/installation.html
note,Note,https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_1.html
should,This is what the completed code for your line graph should look like:,https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_1.html
should,This is what the completed code for your multi-line plot should look like:,https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_1.html
note,"Note that in the previous examples, you used the color property to define
the color of an object.",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_2.html
only,"This way, only the box zoom tool and the reset tool will be available in the
toolbar:",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_4.html
only,"With the
PanTool, for example, you can limit the movement to
only horizontal or vertical panning.",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_4.html
note,"If a script filename is not available (for
instance, in a Jupyter notebook), then Bokeh will generate a random filename.",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
only,"If you want Bokeh to only generate the file but not open it in a web browser,
use the save() function instead.",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
note,Note,https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
note,Displaying in a Jupyter notebook#,https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
note,"If you use Jupyter notebooks, call Bokeh’s output_notebook() function in your
code.",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
note,"For more information on using Jupyter notebooks, see
Jupyter in the user guide.",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
note,"Interact directly with live tutorial notebooks
hosted online by MyBinder.",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
note,Displaying in a Jupyter notebook,https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_7.html
only,"For example, if your ColumnDataSource contains a list of five values and you
apply an IndexFilter with [0,2,4], the resulting view contains only the
first, the third, and the fifth value of your original list:",https://docs.bokeh.org/en/latest/docs/first_steps/first_steps_8.html
note,"Various methods that help with including Bokeh plots and
widgets in web apps, web pages, or Jupyter notebooks.",https://docs.bokeh.org/en/latest/docs/user_guide/intro.html
note,Display Bokeh visualizations in Jupyter/Zeppelin notebooks.,https://docs.bokeh.org/en/latest/docs/user_guide/intro.html
only,"You don’t have to worry about axes and grids (although you can
configure them if you want to), and you only need to list the tools you want to
add.",https://docs.bokeh.org/en/latest/docs/user_guide/intro.html
only,"Most of the models are very
simple and usually consist of only a few property attributes and no methods.",https://docs.bokeh.org/en/latest/docs/user_guide/intro.html
only,"Most of the models are very
simple and usually consist of only a few property attributes and no methods.",https://docs.bokeh.org/en/latest/docs/user_guide/intro.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/intro.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/scatters.html
must,The URLs must be accessible by HTTP or HTTPS.,https://docs.bokeh.org/en/latest/docs/user_guide/basic/scatters.html
must,"For similar reasons, if the page is HTTPS, then the
URLs for the images must also be HTTPS.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/scatters.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/lines.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/lines.html
note,"Note that
these glyphs can only compute bounds in one axis, thus may require explicit
range specification in the orthogonal axis, e.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/lines.html
only,"Note that
these glyphs can only compute bounds in one axis, thus may require explicit
range specification in the orthogonal axis, e.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/lines.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
must,"Therefore, all sequences
of values that you pass to a single ColumnDataSource must have the
same length as well.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
note,"data[""new_column""] = new_sequence



Note
The length of the column you are adding must match the length of the
existing columns.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
must,"data[""new_column""] = new_sequence



Note
The length of the column you are adding must match the length of the
existing columns.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
must,"The length of the column you are adding must match the length of the
existing columns.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
note,"data = new_dict



Note
Replacing the entire contents of a ColumnDataSource is also the only way to
update the lengths of its columns.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,"data = new_dict



Note
Replacing the entire contents of a ColumnDataSource is also the only way to
update the lengths of its columns.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
must,"When you update data in a way that
changes the length of any column, you must update all columns at the same
time by passing an new dict.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,"Replacing the entire contents of a ColumnDataSource is also the only way to
update the lengths of its columns.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
must,"When you update data in a way that
changes the length of any column, you must update all columns at the same
time by passing an new dict.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,This process only works with column names that are strings.,https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,"When you use the
stream() method, Bokeh only sends
new data to the browser instead of sending the entire dataset.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,"By using the patch()
method, Bokeh only sends new data to the browser instead of the entire
dataset.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,"The factor_mark() transform is usually only useful
with the scatter glyph method because parameterization by marker type
only makes sense with scatter plots.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
should,"The endpoint that you are using with your AjaxDataSource should return a
JSON dict that matches the standard ColumnDataSource format, i.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,"The second plot
uses a CDSView to include only y values that are either greater than 250 or
less than 100.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
only,"The second plot
uses a CDSView to include only y values that are either greater than 250 or
less than 100.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/data.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/axes.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/axes.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/areas.html
warning,Warning,https://docs.bokeh.org/en/latest/docs/user_guide/basic/areas.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/areas.html
note,"Note that these glyphs can only compute bounds in one axis, thus
may require explicit range specification in the orthogonal axis, e.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/areas.html
only,"Note that these glyphs can only compute bounds in one axis, thus
may require explicit range specification in the orthogonal axis, e.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/areas.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/layouts.html
note,Note that the align property is relative to the direction of the text.,https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,"You also have the option to only group elements within your legend on the
JavaScript side, in the browser.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,"Using browser-side grouping
makes sense if you want to group a column that is only computed on the
JavaScript side, for example.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,"Instead, there is only a single item that represents the grouping, and the
grouping happens in the browser.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,"The features of interactive legends currently only work on the basic
legend labels described above.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,"If you provide only one bound (for example, a left
value but no right value), the box will extend to the edge of the available
plot area for the dimension you did not specify.",https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,These are the most commonly used properties for this annotation:,https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,These are the most commonly used properties for this annotation:,https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
only,These are the most commonly used properties for this annotation:,https://docs.bokeh.org/en/latest/docs/user_guide/basic/annotations.html
should,how path segments should be joined together,https://docs.bokeh.org/en/latest/docs/user_guide/styling/visuals.html
should,how path segments should be terminated,https://docs.bokeh.org/en/latest/docs/user_guide/styling/visuals.html
should,the distance in pixels into the line_dash that the pattern should start from,https://docs.bokeh.org/en/latest/docs/user_guide/styling/visuals.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/visuals.html
only,There is currently only support for providing an outline color for text.,https://docs.bokeh.org/en/latest/docs/user_guide/styling/visuals.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/visuals.html
only,"Plots will only resize down to a minimum of 100px (height or width) to prevent
problems in displaying your plot.",https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
only,Only the primary glyph is used for hit testing and other functions.,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
only,") are used for painting and
an only affect appearance of a glyph.",https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
must,"To replace a tick formatter on an axis, you must set the formatter
property on an actual Axis object, not on a splattable list.",https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
should,"Relative to the tick label text baseline, where the context should be
rendered.",https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
should,The minimum width (in pixels) of the area that legend labels should occupy.,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
should,The minimum height (in pixels) of the area that legend labels should occupy.,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
should,The width (in pixels) that the rendered legend glyph should occupy.,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
should,The height (in pixels) that the rendered legend glyph should occupy.,https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
only,"Only applicable when
border is visible, otherwise collapses to 0.",https://docs.bokeh.org/en/latest/docs/user_guide/styling/plots.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/mathtext.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/styling/mathtext.html
only once,"The global variants are appended to <head> only once, so that the same
stylesheet model can be shared between various UI components efficiently.",https://docs.bokeh.org/en/latest/docs/user_guide/styling/dom.html
only,"The global variants are appended to <head> only once, so that the same
stylesheet model can be shared between various UI components efficiently.",https://docs.bokeh.org/en/latest/docs/user_guide/styling/dom.html
note,"Note that this example sets the render level to ""image"".",https://docs.bokeh.org/en/latest/docs/user_guide/topics/images.html
must,"line_color must be specified to
draw contour lines and fill_color to draw filled contour polygons.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/contour.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/topics/contour.html
only,"The only compulsory keyword arguments to contour()
are z, levels and at least one of fill_color and line_color.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/contour.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/topics/contour.html
must,"For the function to work, you must pass it a Google API Key and configure the Google Map underlay GMapOptions.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/geo.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/topics/geo.html
must,Any use of Bokeh with Google Maps must be within Google’s Terms of Service.,https://docs.bokeh.org/en/latest/docs/user_guide/topics/geo.html
only,Only Range1d ranges are supported.,https://docs.bokeh.org/en/latest/docs/user_guide/topics/geo.html
only,Only Range1d ranges are supported.,https://docs.bokeh.org/en/latest/docs/user_guide/topics/geo.html
warning,Warning,https://docs.bokeh.org/en/latest/docs/user_guide/topics/geo.html
should,"Properties with clashing names
will be overridden when the GeoJSON is converted and should be avoided.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/geo.html
must,"The ColumnDataSource of the node sub-renderer must have an
""index"" column with the unique indices of the nodes.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/graph.html
must,"The ColumnDataSource of the node sub-renderer must have an
""index"" column with the unique indices of the nodes.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/graph.html
must,"The ColumnDataSource of the edge sub-renderer must have a
""start"" and ""end"" column.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/graph.html
must,"The ColumnDataSource of the edge sub-renderer must have a
""start"" and ""end"" column.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/graph.html
should,"The paths should be in the same order as the ""start""
and ""end"" points.",https://docs.bokeh.org/en/latest/docs/user_guide/topics/graph.html
only,"A
lot of this interactivity can be defined in Python, with no or only limited
JavaScript required.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction.html
only,"For each type of gesture, only one tool can be active at any given time.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"These are immediate or modal operations that are only activated when their
button in the toolbar is pressed, such as the ResetTool or
ExamineTool.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note that the toolbar position clashes with the default axes.,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"When you set
autohide to True, the toolbar is visible only when the mouse is inside the
plot area and is otherwise hidden.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,Only one pan/drag tool may be active at a time.,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"You can configure the box select tool to select across only one dimension by
setting the dimensions property to width or height instead of the
default both.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"You can configure the pan tool to act only on either the x-axis or
the y-axis by setting the dimensions property to a list containing width
or height.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,Only one click/tap tool may be active at a time.,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,Only one scroll/pinch tool may be active at a time.,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"You can configure the wheel zoom tool to act only on either
the x-axis or the y-axis by setting the dimensions property to
a list containing width or height.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"Actions are operations that are activated only when their button in the toolbar
is tapped or clicked.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"In the future, the ExamineTool will be activated via a context menu and
be available for all objects, not only plots.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"You can configure the wheel zoom tool to act only on either
the x-axis or the y-axis by setting the dimensions property to
a list containing width or height.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"You can configure the wheel zoom tool to act only on either
the x-axis or the y-axis by setting the dimensions property to
a list containing width or height.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,segment index of a selected sub-line (multi-line glyphs only),https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,pixel index into an image array (image glyphs only),https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,"Note that if a column name contains spaces, it must be surrounded by
curly braces.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
must,"Note that if a column name contains spaces, it must be surrounded by
curly braces.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,only when the mouse is directly over a glyph,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,"Note that format specifications are also compatible with column names that
have spaces.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,"Note that you can also use the {safe} format after the
column name to disable the escaping of HTML in the data source.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
must,"Like other drawing tools,
you must pass the renderers to be edited as a list.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
must,"It must
render a point-like Glyph (of XYGlyph type).",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
only,"To maintain performance while handling large data sizes, the plot only draws
a small fraction of data points during interactive operations (panning
or zooming, for example).",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/tools.html
must,"This is all Bokeh needs to understand that selections acted on one
glyph must pass to all other glyphs that share that same source.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/linking.html
only,"To see how linked
selection extends to glyph renderers that plot only a subset of data from a data
source, see Linked selection with filtered data.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/linking.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/legends.html
only,Interactive legends only work on “per-glyph” legends.,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/legends.html
should,"2 and muted_color=color are passed to circle to
specify that muted lines should be drawn with a low alpha muted glyph.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/legends.html
only,"While some widgets are only meant to display data, others can be used to
interactively manipulate data and properties of objects in your visualization.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/widgets.html
only,"Therefore,
you can only use JavaScript callbacks.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/widgets.html
only,"Therefore,
you can only use JavaScript callbacks.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/widgets.html
note,"Note that since the data cube is configured with a data source object,
any plots that share this data source will automatically have selections linked
between the plot and the table (even in static HTML documents).",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/widgets.html
note,"Note that since the table
is configured with a data source object, any plots that share this data source
will automatically have selections linked between the plot and the table (even
in static HTML documents).",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/widgets.html
note,Note,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
warning,Warning,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
must,"If any part of the code is derived from
untrusted user inputs, then you must take appropriate care to sanitize the
user input prior to passing it to Bokeh.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
must,"The code snippet must contain a default export, which must be a function defined
either using arrow function syntax () => {} or a classical function syntax
function() {}.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
only,"Currently only
index is provided, which allows the user to access bokehjs’ view index.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
only,"Currently only
index is provided, which allows the user to access bokehjs’ view index.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
only,"The code snippet is recompiled only when
properties of CustomJS instance change.",https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
warning,Warning,https://docs.bokeh.org/en/latest/docs/user_guide/interaction/js_callbacks.html
